,latitude,longitude
0,47.3307835403712,-122.581166257269
1,43.44437132,-76.494437844
2,41.3259244,-88.7082147
3,42.8231593,-73.7313782
4,47.502163,-101.431656
5,47.3341603098323,-122.586791435405
6,42.795129,-73.6864832
7,39.4461,-85.130023
8,42.371952,-71.059094
9,40.749878,-74.0239195049452
10,65.006906,-147.280679
11,44.14335,-71.18636
12,57.04502,-135.353912
13,46.144472,-123.861598
14,33.671442,-111.161334
